version 2020-09-28			
Data_field	Code	Beskrivning/Svensk översättning	Description/English translate
SIZRF	PEG_BVOL2009	Biovolymer och storleksklasser av växtplankton i Östersjön - 2009 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2009 version
SIZRF	PEG_BVOL2010	Biovolymer och storleksklasser av växtplankton i Östersjön - 2010 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2010 version
SIZRF	PEG_BVOL2011	Biovolymer och storleksklasser av växtplankton i Östersjön - 2011 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2011 version
SIZRF	PEG_BVOL2012	Biovolymer och storleksklasser av växtplankton i Östersjön - 2012 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2012 version
SIZRF	PEG_BVOL2013	Biovolymer och storleksklasser av växtplankton i Östersjön - 2013 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2013 version
SIZRF	PEG_BVOL2014	Biovolymer och storleksklasser av växtplankton i Östersjön - 2014 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2014 version
SIZRF	PEG_BVOL2015	Biovolymer och storleksklasser av växtplankton i Östersjön - 2015 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2015 version
SIZRF	PEG_BVOL2016	Biovolymer och storleksklasser av växtplankton i Östersjön - 2016 version	Biovolumes and Size-classes of Phytoplankton in the Baltic Sea - 2016 version
SIZRF	SMHI_BVOL2007	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2007 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2007 version
SIZRF	SMHI_BVOL2008	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2008 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2008 version
SIZRF	SMHI_BVOL2009	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2009 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2009 version
SIZRF	SMHI_BVOL2010	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2010 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2010 version
SIZRF	SMHI_BVOL2011	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2011 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2011 version
SIZRF	SMHI_BVOL2012	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2012 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2012 version
SIZRF	SMHI_BVOL2013	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2013 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2013 version
SIZRF	SMHI_BVOL2014	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2014 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2014 version
SIZRF	SMHI_BVOL2015	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2015 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2015 version
SIZRF	SMHI_BVOL2016	Biovolymer och storleksklasser av växtplankton i Skagerack och Kattegatt - 2016 version	Biovolumes and Size-classes of Phytoplankton in the Skagerack and Kattegatt - 2016 version
SIZRF	PHYTOWIN_U	PhytoWin program - okänd version	PhytoWin program - unknown version
SIZRF	SIZGL31	RECO SIZGL	RECO SIZGL
SMTYP	AD	Anchor dredge	Anchor dredge
SMTYP	AGT	Agassiz trawl	Agassiz trawl
SMTYP	AQSC	Aquascope	Aquascope
SMTYP	ASK	Askö gravity corer	Askö gravity corer
SMTYP	ASV	Aerial surveillance	Aerial surveillance
SMTYP	BC	Box-corer	Box-corer
SMTYP	BGN	Bongo net	Bongo net
SMTYP	BO	Boillot dredge	Boillot dredge
SMTYP	BOT	Bottom trawl	Bottom trawl
SMTYP	BR	Bogorov-Rass net	Bogorov-Rass net
SMTYP	CH	Charcot dredge	Charcot dredge
SMTYP	CPOD	C-POD	C-POD
SMTYP	CM	Camera mounted corer	Camera mounted corer
SMTYP	DA	Day grab	Day grab
SMTYP	DC	Diver-operated corer	Diver-operated corer
SMTYP	DD	Drilling device	Drilling device
SMTYP	DIV	Diver collected	Diver collected
SMTYP	DROP	Drop trap	Drop trap
SMTYP	DTR	Diving transects	Diving transects
SMTYP	EK	Ekman grab	Ekman grab
SMTYP	EN	Endoume dredge	Endoume dredge
SMTYP	FBW	Ferry box water sampler	Ferry box water sampler
SMTYP	FRAMENET	Frame with net collector for epibenthic samples	Frame with net collector for epibenthic samples
SMTYP	GC	Gravity corer	Gravity corer
SMTYP	GE	Gemini corer	Gemini corer
SMTYP	GFL	Go-Flo seawater sampler	Go-Flo seawater sampler
SMTYP	GIL	Gill net	Gill net
SMTYP	GOV	GOV trawl	GOV trawl
SMTYP	GRT	Granton trawl	Granton trawl
SMTYP	GS	Grab sampler	Grab sampler
SMTYP	Gulf3	Gulf III	Gulf III
SMTYP	Gulf7	Gulf VII	Gulf VII
SMTYP	GX	Gemax corer (for recent gyttja-clays)	Gemax corer (for recent gyttja-clays)
SMTYP	HAN	Collected by hand	Collected by hand
SMTYP	HM	Hamon grab	Hamon grab
SMTYP	HOS	Hose	Hose
SMTYP	HP	Haps corer	Haps corer
SMTYP	HYB-TPN	Hydro-Bios transparent plastic Nansen sampler	Hydro-Bios transparent plastic Nansen sampler
SMTYP	HYD-MPD	Hydro-Bios Multi Plankton sampler - Midi	Hydro-Bios Multi Plankton sampler - Midi
SMTYP	HYD-MPN	Hydro-Bios Multi Plankton sampler - Mini	Hydro-Bios Multi Plankton sampler - Mini
SMTYP	HYD-MPX	Hydro-Bios Multi Plankton sampler - Maxi	Hydro-Bios Multi Plankton sampler - Maxi
SMTYP	IFCB	Imaging Flow Cytobot 	Imaging Flow Cytobot 
SMTYP	IW	Ice wedge corer	Ice wedge corer
SMTYP	JUDAY	Juday net	Juday net
SMTYP	KA	Kajak corer	Kajak corer
SMTYP	LM	Limnos sediment corer	Limnos sediment corer
SMTYP	LS	Lister dredge	Lister dredge
SMTYP	LW	Limnos water sampler	Limnos water sampler
SMTYP	MKS	Modified Knudsen sampler	Modified Knudsen sampler
SMTYP	MOCNESS	Multiple Opening/ Closing Net and Environmental Sampling System)	Multiple Opening/ Closing Net and Environmental Sampling System)
SMTYP	MU	Multi corer	Multi corer
SMTYP	NAN	Nansen sampler	Nansen sampler
SMTYP	NC	Niemistö corer	Niemistö corer
SMTYP	ND	Nodules dredge	Nodules dredge
SMTYP	NET	Net	Net
SMTYP	NSK	Niskin bottle	Niskin bottle
SMTYP	NT	Naturalists dredge	Naturalists dredge
SMTYP	NZ	NIOZ core	NIOZ core
SMTYP	OC	Other core device (request code from ICES)	Other core device (request code from ICES)
SMTYP	OD	Other dredge device (request code from ICES)	Other dredge device (request code from ICES)
SMTYP	OL	Jonasson-Olausen Boxcorer	Jonasson-Olausen Boxcorer
SMTYP	OR	Oscor corer (corer for sandy sediments)	Oscor corer (corer for sandy sediments)
SMTYP	OS	Other grab sampling device (request code from ICES)	Other grab sampling device (request code from ICES)
SMTYP	OXS	Oxygen sensor	Oxygen sensor
SMTYP	PAR	Pair trawl	Pair trawl
SMTYP	PEL	Pelagic trawl	Pelagic trawl
SMTYP	PHOTO	Photo-based determination	Photo-based determination
SMTYP	PMP	Pump	Pump
SMTYP	PRS	Purse seines	Purse seines
SMTYP	PS	Ponar core sampler	Ponar core sampler
SMTYP	PT	Petersen grab	Petersen grab
SMTYP	QSM	Quantitative sampling	Quantitative sampling
SMTYP	RA	Rallier dredge	Rallier dredge
SMTYP	RB	Ramberg sampler	Ramberg sampler
SMTYP	RD	Rock dredge	Rock dredge
SMTYP	RN	Rieneck box corer	Rieneck box corer
SMTYP	ROS	Rosette sampler	Rosette sampler
SMTYP	RU	Ruttner sampler	Ruttner sampler
SMTYP	RUTA	Square	Ruta
SMTYP	SC	Scripps box corer	Scripps box corer
SMTYP	CTD	CTD sond	CTD sonde
SMTYP	SCT	Scraping tool	Scraping tool
SMTYP	SHUGG	Specialhuggare med en provtagningsarea på 450 cm2, utformad av fiskeriverket för stationerna 60A2 och 60A3	Special grab with a samling area of 450 cm2
SMTYP	SL	Selena corer (for recent gyttja-clays)	Selena corer (for recent gyttja-clays)
SMTYP	SM	Smith McIntyre Grab	Smith McIntyre Grab
SMTYP	SQR	Area defined square for epibenthic monitoring	Area defined square for epibenthic monitoring
SMTYP	SRN	Seines and ring net	Seines and ring net
SMTYP	STR	Snorkling transect	Snorkling transect
SMTYP	SUSE_TS	Tube sampler for zooplankton used by SUSE	Tube sampler for zooplankton used by SUSE
SMTYP	UD	Unknown dredge	Unknown dredge
SMTYP	US	Usnel corer	Usnel corer
SMTYP	VC	Vibro-corer	Vibro-corer
SMTYP	WD	Warren dredge	Warren dredge
SMTYP	VID	Video-based determination of coverage	Video-based determination of coverage
SMTYP	VIDEO-NET	A combined net and video-frame used for visual observations	A combined net and video-frame used for visual observations
SMTYP	WAT	Unknown water sampler	Unknown water sampler
SMTYP	WP-2	WP-2 net	WP-2 net
SMTYP	WP-3	WP-3 net	WP-3 net
SMTYP	VS	Valter core sampler	Valter core sampler
SMTYP	VV	Van Veen grab	Van Veen grab
SMTYP	HC	Hand corer	Hand corer
SPLIT	S	Stempel	Stempel
SPLIT	F	Folsom	Folsom
SPLIT	M	Motodo	Motodo
SPLIT	K	Kott	Kott
STAGE	AD	Adult	Adult
STAGE	C1	Copepodite I	Copepodite I
STAGE	C2	Copepodite II	Copepodite II
STAGE	C3	Copepodite III	Copepodite III
STAGE	C4	Copepodite IV	Copepodite IV
STAGE	C5	Copepodite V	Copepodite V
STAGE	C1-C3	Copepodite I - Copepodite III	Copepodite I - Copepodite III
STAGE	C3-C5	Copepodite III - Copepodite V	Copepodite III - Copepodite V
STAGE	C4-C5	Copepodite IV - Copepodite V	Copepodite IV - Copepodite V
STAGE	CN	Copepodite (stage not specified)	Copepodite (stage not specified)
STAGE	EG	Egg	Egg
STAGE	EM	Embryo	Embryo
STAGE	IM	Immature/sub-adult	Immature/sub-adult
STAGE	JV	Juvenile	Juvenile
STAGE	LV	Larvae	Larvae
STAGE	MX	Mixed for pooled specimens	Mixed for pooled specimens
STAGE	NP	Nauplius	Nauplius
STAGE	NS	Not specified	Not specified
STATUS_TRANSECT_CRITERIA	N	"The sampled transect does not fulfill the requirements for ""bedömningsgrunderna"""	"The sampled transect does not fulfill the requirements for ""bedömningsgrunderna"""
STATUS_TRANSECT_CRITERIA	Y	"The sampled transect does fulfill the requirements for ""bedömningsgrunderna"""	"The sampled transect does fulfill the requirements for ""bedömningsgrunderna"""
STRID	0	crusta level (lowest)	crusta level (lowest)
STRID	1	bottom vegetation level	bottom vegetation level
STRID	2	intermediate level	intermediate level
STRID	3	canopy + epiphytes	canopy + epiphytes
STRID	4	canopy	canopy
STRID	5	epiphytes	epiphytes
STRID	6	loose vegetation	loose vegetation
SUBST	BD	Block (> 30cm)	Boulders (> 30cm)
SUBST	CM	Blåmussla (Mytilus edulis)	Common Mussel (Mytilus edulis)
SUBST	GR	Grus	Gravel
SUBST	RK	Häll	Rock
SUBST	SD	Sand	Sand
SUBST	SF	Sand (fast botten)	Sand (firm bottom)
SUBST	SH	Skal	Shells
SUBST	SS	Mjukbotten	Soft Substrate (mud)
SUBST	ST	Sten (> 10cm)	Stones (> 10cm)
SUBST	SSI	Mjuk silt	Soft silt
SUBST	DB	Skräp	Debris
SUBST	BS	Bar substrat	Bare substrate
SUBST	SG	Skal och grus	Shell gravel
TALGAE	0	Används nästan uteslutande för bar gyttjebotten där man kontrollerar med fingret att trådalgger inte förekommer	Används nästan uteslutande för bar gyttjebotten där man kontrollerar med fingret att trådalgger inte förekommer
TALGAE	1	Nästan alla rutor där vegetationen ser ren ut (där finns alltid trådar)	Nästan alla rutor där vegetationen ser ren ut (där finns alltid trådar)
TALGAE	2	Tydliga (>femkronorstora) ansamlingar av trådar	Tydliga (>femkronorstora) ansamlingar av trådar
TALGAE	3	Kraftig trådalgspåväxt men underliggande vegetation ser frisk ut	Kraftig trådalgspåväxt men underliggande vegetation ser frisk ut
TALGAE	4	Kvävande, underliggande vegetation måste grävas fram och ser ut att må dåligt av täcket, alternativt bar botten med täta sammanhängande trådalgsmattor	Kvävande, underliggande vegetation måste grävas fram och ser ut att må dåligt av täcket, alternativt bar botten med täta sammanhängande trådalgsmattor
TRPHY	NS	Not specified	Not specified
TRPHY	AM	Autotrophic/Mixotrophic species	Autotrophic/Mixotrophic species
TRPHY	AU	Autotrophic species	Autotrophic species
TRPHY	HT	Heterotrophic species	Heterotrophic species
TRPHY	MX	Mixotrophic species	Mixotrophic species
WAVES	0	Uppskattad våghöjd: 0 m, Spegelblank sjö.	estimated wave height : 0 m
WAVES	1	Uppskattad våghöjd: 0 - 0,1 m. Små fiskfjällsliknande krusningar utan skum.	estimated wave height: 0 - 0,1 m
WAVES	2	Uppskattad våghöjd: 0,1 - 0,5 m. Vågkammarna börjar bryta,  glasaktigt skum.	estimated wave height: 0,1 - 0,5 m
WAVES	3	Uppskattad våghöjd: 0,5 - 1,25 m. Längre vågor,  flerstädes vita skumkammar.	estimated wave height: 0,5 - 1,25 m
WAVES	4	Uppskattad våghöjd: 1,25 - 2,5 m. Vågorna mer utpräglade och länga,  överallt vita skumkammar.	estimated wave height: 1,25 - 2,5 m
WAVES	5	Uppskattad våghöjd: 2,5 - 4 m. Större vågberg,  vita skumkammar breder ut sig över större ytor.	estimated wave height: 2,5 - 4 m
WAVES	6	Uppskattad våghöjd: 4 - 6m. Sjön tornar upp sig och bryter,  skummet ordnar upp sig i strimmor i vindens riktning.	estimated wave height: 4 - 6m
WAVES	7	Uppskattad våghöjd: 6 - 9m. Vågbergens längd och höjd betydande.	estimated wave height: 6 - 9m
WAVES	8	Uppskattad våghöjd: 9 - 14 m. Höga vågberg med långa brottsjöar,  havsytan i stort sett vit av skum. 	estimated wave height: 9 - 14 m
WAVES	9	Ej observerat.	Not observed
WINDIR	00	Vindstilla	Calm
WINDIR	1	5° - 14°	5° - 14°
WINDIR	2	15° - 24°	15° - 24°
WINDIR	3	25° - 34°	25° - 34°
WINDIR	4	35° - 44°	35° - 44°
WINDIR	5	45° - 54°	45° - 54°
WINDIR	6	55° - 64°	55° - 64°
WINDIR	7	65° - 74°	65° - 74°
WINDIR	8	75° - 84°	75° - 84°
WINDIR	9	85° - 94°	85° - 94°
WINDIR	10	95° - 104°	95° - 104°
WINDIR	11	105° - 114°	105° - 114°
WINDIR	12	115° - 124°	115° - 124°
WINDIR	13	125° - 134°	125° - 134°
WINDIR	14	135° - 144°	135° - 144°
WINDIR	15	145° - 154°	145° - 154°
WINDIR	16	155° - 164°	155° - 164°
WINDIR	17	165° - 174°	165° - 174°
WINDIR	18	175° - 184°	175° - 184°
WINDIR	19	185° - 194°	185° - 194°
WINDIR	20	195° - 204°	195° - 204°
WINDIR	21	205° - 214°	205° - 214°
WINDIR	22	215° - 224°	215° - 224°
WINDIR	23	225° - 234°	225° - 234°
WINDIR	24	235° - 244°	235° - 244°
WINDIR	25	245° - 254°	245° - 254°
WINDIR	26	255° - 264°	255° - 264°
WINDIR	27	265° - 274°	265° - 274°
WINDIR	28	275° - 284°	275° - 284°
WINDIR	29	285° - 294°	285° - 294°
WINDIR	30	295° - 304°	295° - 304°
WINDIR	31	305° - 314°	305° - 314°
WINDIR	32	315° - 324°	315° - 324°
WINDIR	33	325° - 334°	325° - 334°
WINDIR	34	335° - 344°	335° - 344°
WINDIR	35	345° - 354°	345° - 354°
WINDIR	36	355° - 4°	355° - 4°
WINDIR	99	Växlande	Variable
WEATH	0	Klart (inga moln på någon nivå)	Clear sky (no clouds at all)
WEATH	1	Delvis molnigt (splittrat eller uppsprucket molntäcke)	Partly cloudy (shattered clouds)
WEATH	2	Sammanhängande lager av moln. Används när den totala mängden moln är 7/8 eller mer.	Cloudy sky with no clear sky visible.
WEATH	3	Sandstorm, damstorm eller snöstorm	Sand storm, dust storm eller snow storm
WEATH	4	Dimma eller dis	Fog or haze
WEATH	5	Duggregn	Drizzle
WEATH	6	Regn	Rain
WEATH	7	Snö eller snöblandat regn	Snow or rain mixed with snow
WEATH	8	Skurar	Hail of rain
WEATH	9	Ej observerat	Not observed
WLTYP	C	WFD Coastal water	WFD Coastal water
WLTYP	CE	Coastal water (Estuary)	Coastal water (Estuary)
WLTYP	CF	Coastal water (Fjord)	Coastal water (Fjord)
WLTYP	CR	Coastal water (River)	Coastal water (River)
WLTYP	L	Land station	Land station
WLTYP	MO	Marine water (open sea)	Marine water (open sea)
WLTYP	T	WFD Transitional water	WFD Transitional water
WLTYP	TT	Transitional water (Tidal)	Transitional water (Tidal)
